Gene1	Gene2	All Pairs MedianIC With Homology	All Pairs MedianIC Without Homology	 All Pairs MedianSimJ With Homology	 All Pairs MedianSimJ Without Homology 	 Best Pairs MedianIC With Homology	 Best Pairs MedianIC Without Homology	 Best Pairs MedianSimJ With Homology	 Best Pairs MedianSimJ Without Homology
ZFIN:ZDB-GENE-080317-3	NCBI_gene:6638	0.03	0.02	0.19696969697	0.171428571429	0.085	0.08	0.28654423861	0.280555555556
ZFIN:ZDB-GENE-080317-3	NCBI_gene:340061	0.03	0.02	0.188679245283	0.166666666667	0.105	0.1	0.361897590361	0.352813549832
ZFIN:ZDB-GENE-070426-2	NCBI_gene:4763	0.03	0.02	0.192	0.212121212121	0.155	0.155	0.403683181226	0.395933014354
ZFIN:ZDB-GENE-070202-3	NCBI_gene:84839	0.03	0.02	0.211267605634	0.185185185185	0.08	0.08	0.245757837216	0.224747474747
ZFIN:ZDB-GENE-070202-3	NCBI_gene:3035	0.03	0.02	0.194805194805	0.166666666667	0.08	0.08	0.264364961086	0.238636363636
ZFIN:ZDB-GENE-070119-5	NCBI_gene:3119	0.03	0.02	0.194444444444	0.2	0.135	0.135	0.440581490581	0.427507836991
ZFIN:ZDB-GENE-070117-730	NCBI_gene:7503	0.03	0.02	0.192307692308	0.178571428571	0.03	0.02	0.199602122016	0.186059907834
ZFIN:ZDB-GENE-070117-632	NCBI_gene:6201	0.03	0.02	0.170454545455	0.162162162162	0.12	0.115	0.290398126464	0.317857142857
ZFIN:ZDB-GENE-070117-527	NCBI_gene:5032	0.03	0.02	0.35	0.3125	0.085	0.085	0.688920454545	0.625
ZFIN:ZDB-GENE-070117-519	NCBI_gene:80222	0.03	0.03	0.230769230769	0.208333333333	0.115	0.115	0.408163265306	0.416971916972
ZFIN:ZDB-GENE-070117-519	NCBI_gene:5644	0.03	0.03	0.173469387755	0.160714285714	0.11	0.11	0.315789473684	0.326470588235
ZFIN:ZDB-GENE-070117-519	NCBI_gene:103	0.03	0.02	0.239436619718	0.208333333333	0.115	0.115	0.593012411829	0.527891156463
ZFIN:ZDB-GENE-070117-512	NCBI_gene:3123	0.03	0.02	0.182926829268	0.1875	0.155	0.155	0.482358674464	0.503184315684
