Gene1	Gene2	All Pairs MedianIC With Homology	All Pairs MedianIC Without Homology	 All Pairs MedianSimJ With Homology	 All Pairs MedianSimJ Without Homology 	 Best Pairs MedianIC With Homology	 Best Pairs MedianIC Without Homology	 Best Pairs MedianSimJ With Homology	 Best Pairs MedianSimJ Without Homology
MGI:99926	ZFIN:ZDB-GENE-030131-2046	0.08	0.08	0.228764478764	0.207885304659	0.08	0.08	0.328667953668	0.29144265233
MGI:99926	ZFIN:ZDB-GENE-010822-2	0.08	0.08	0.214285714286	0.193548387097	0.08	0.08	0.232142857143	0.207885304659
MGI:98945	ZFIN:ZDB-GENE-140130-18	0.08	0.08	0.204179550059	0.210526315789	0.0875	0.0875	0.250539780287	0.259457993302
MGI:98945	ZFIN:ZDB-GENE-070117-716	0.08	0.08	0.191666666667	0.2	0.105	0.105	0.210260477542	0.223072215422
MGI:98945	ZFIN:ZDB-GENE-070117-510	0.08	0.08	0.223529411765	0.222222222222	0.105	0.105	0.264597701149	0.259615384615
MGI:98945	ZFIN:ZDB-GENE-070117-1464	0.08	0.08	0.212462462462	0.197198275862	0.12	0.12	0.27388760128	0.288101604278
MGI:98945	ZFIN:ZDB-GENE-041221-3	0.08	0.08	0.293103448276	0.296296296296	0.08	0.08	0.365061590146	0.366666666667
MGI:98274	ZFIN:ZDB-GENE-990415-179	0.08	0.08	0.190909090909	0.192307692308	0.12	0.12	0.264344262295	0.249612403101
MGI:98274	ZFIN:ZDB-GENE-070117-1286	0.08	0.08	0.226666666667	0.206896551724	0.09	0.09	0.275670995671	0.270114942529
MGI:5495797	ZFIN:ZDB-GENE-070117-480	0.08	0.08	0.535714285714	0.460227272727	0.08	0.08	0.589285714286	0.502840909091
MGI:5495797	ZFIN:ZDB-GENE-070117-306	0.08	0.08	0.428571428571	0.375	0.08	0.08	0.535714285714	0.460227272727
MGI:5490330	ZFIN:ZDB-GENE-140130-18	0.08	0.08	0.235243651338	0.241279069767	0.08	0.08	0.254756793885	0.265386247878
MGI:5490330	ZFIN:ZDB-GENE-070117-408	0.08	0.08	0.314078173642	0.279979674797	0.08	0.08	0.384518294544	0.340277777778
MGI:5490330	ZFIN:ZDB-GENE-070117-346	0.08	0.08	0.27	0.254032258065	0.08	0.08	0.307684458399	0.293265448163
MGI:5490330	ZFIN:ZDB-GENE-070117-306	0.08	0.08	0.314078173642	0.279979674797	0.08	0.08	0.384518294544	0.340277777778
MGI:5490330	ZFIN:ZDB-GENE-070117-2296	0.08	0.08	0.271904761905	0.268292682927	0.08	0.08	0.317887161101	0.307823588792
MGI:5490330	ZFIN:ZDB-GENE-070117-2069	0.08	0.08	0.300948548433	0.285714285714	0.08	0.08	0.351618327028	0.322751976285
MGI:5490330	ZFIN:ZDB-GENE-030131-5161	0.08	0.08	0.291316526611	0.296676441838	0.08	0.08	0.324047646785	0.345238095238
MGI:5313709	ZFIN:ZDB-GENE-070117-811	0.08	0.08	0.286956521739	0.268292682927	0.19	0.19	0.711150131694	0.666666666667
MGI:5313709	ZFIN:ZDB-GENE-070117-716	0.08	0.08	0.195652173913	0.186046511628	0.15	0.15	0.330920298165	0.308244680851
MGI:5313709	ZFIN:ZDB-GENE-070117-480	0.08	0.08	0.290860083313	0.277777777778	0.125	0.125	0.430317164179	0.397727272727
MGI:4829956	ZFIN:ZDB-GENE-070117-91	0.08	0.08	0.173076923077	0.15	0.08	0.08	0.173076923077	0.15
MGI:4829956	ZFIN:ZDB-GENE-070117-346	0.08	0.08	0.217391304348	0.212121212121	0.09	0.09	0.313241106719	0.293560606061
MGI:4818892	ZFIN:ZDB-GENE-070117-510	0.08	0.08	0.214953271028	0.214285714286	0.08	0.08	0.229271507309	0.219642857143
MGI:4818892	ZFIN:ZDB-GENE-070117-230	0.08	0.08	0.305084745763	0.260869565217	0.08	0.08	0.305603597371	0.282608695652
MGI:4818892	ZFIN:ZDB-GENE-070117-1464	0.08	0.08	0.234387550201	0.230113636364	0.08	0.08	0.255747991968	0.251420454545
